ID;Date d'acquisition;Nombre de fois exposé;Domaine;nomImage;Titre principal;Prénom NOM
4119;1986;0;Oeuvre en 3 dimensions;5D34117.JPG;1000 pots bétonnés peints pour une serre ancienne;Jean Pierre RAYNAUD
4120;2006;4;Peinture;5D34781.JPG;Drapeau (Hommage à Yves Klein);Jean Pierre RAYNAUD
4121;2006;4;Peinture;5D34118.JPG;Drapeau (Hommage à Yves Klein);Jean Pierre RAYNAUD
4122;2006;6;Peinture;;Drapeau (Hommage à Yves Klein);Jean Pierre RAYNAUD
4123;2006;3;Peinture;3L03129.JPG;Drapeau (Hommage à Yves Klein);Jean Pierre RAYNAUD
4124;1982;7;Sculpture;;Triptyque néo-gothique;Patrick RAYNAUD
4125;2005;2;Peinture;3L03128.JPG;Art de la fugue;Judit REIGL
4126;1983;0;Peinture;3L03127.JPG;Peinture jaune et bleue;Daniel RENAULT
4127;1981;0;Peinture;5C59311.JPG;Paysage;Jean RENAULT
4128;2007;5;Oeuvre en 3 dimensions;3D01977.JPG;Le bagage (Ich hab noch einen Koffer in Berlin);Sylvie RéNO
4129;2006;0;Publication, livre, reliure;3C00695.JPG;Fluxshoe;Jock REYNOLDS
4130;1990;12;Photographie;3L03281.JPG;Iconologia;Olivier RICHON
4131;1998;15;Photographie;3L03280.JPG;Fait #37;Sophie RISTELHUEBER
4132;1998;13;Photographie;5D29704.JPG;Fait #58;Sophie RISTELHUEBER
4133;2008;4;Photographie;3C00688.JPG;WB #8;Sophie RISTELHUEBER
4134;1989;3;Sculpture;3L03293.JPG;Sans titre;Pascal RIVET
4135;1996;14;Reproduction photomécanique;3L03294.JPG;Pourquoi j'y crois encore;Pascal RIVET
4136;1996;14;Reproduction photomécanique;3L03311.JPG;La vraie vie d'un coureur cycliste;Pascal RIVET
4137;1996;14;Reproduction photomécanique;3L03291.JPG;Les maîtres du temps;Pascal RIVET
4138;1996;14;Reproduction photomécanique;3L03296.JPG;Les nouveaux durs;Pascal RIVET
4139;1996;14;Reproduction photomécanique;3L03310.JPG;La reconversion me fait peur;Pascal RIVET
4140;1996;14;Reproduction photomécanique;3L03301.JPG;Maxi;Pascal RIVET
4141;1996;14;Reproduction photomécanique;3L03309.JPG;Le super favori;Pascal RIVET
4142;1996;14;Reproduction photomécanique;3L03308.JPG;La dream team;Pascal RIVET
4143;1996;14;Reproduction photomécanique;3L03307.JPG;On veut détruire son image;Pascal RIVET
4144;1996;14;Reproduction photomécanique;3L03305.JPG;Confession d'un coureur;Pascal RIVET
4145;1996;14;Reproduction photomécanique;3L03306.JPG;On se l'arrache;Pascal RIVET
4146;1996;14;Reproduction photomécanique;3L03295.JPG;Marathon man;Pascal RIVET
4147;1996;14;Reproduction photomécanique;3L03297.JPG;Le mauvais procès qu'on lui fait;Pascal RIVET
4148;1996;14;Reproduction photomécanique;3L03292.JPG;Premier sprint, première chute;Pascal RIVET
4149;1996;14;Reproduction photomécanique;3L03304.JPG;Etre champion du monde;Pascal RIVET
4150;1996;14;Reproduction photomécanique;3L03303.JPG;Il sauve l'honneur;Pascal RIVET
4151;1996;14;Reproduction photomécanique;3L03302.JPG;Che bello insieme;Pascal RIVET
4152;1996;14;Reproduction photomécanique;3L03300.JPG;En arc-en-ciel;Pascal RIVET
4153;1996;14;Reproduction photomécanique;3L03299.JPG;Magistral;Pascal RIVET
4154;1996;14;Reproduction photomécanique;3L03298.JPG;Avec Indurain, ils en bavent;Pascal RIVET
4155;1996;14;Reproduction photomécanique;4T11251.JPG;Un pur chef-d'oeuvre;Pascal RIVET
4156;2003;7;Sculpture;;Fox;Pascal RIVET
4157;2003;6;Sculpture;;Fox;Pascal RIVET
4158;2003;6;Sculpture;;Fox;Pascal RIVET
4159;2003;6;Sculpture;;Fox;Pascal RIVET
4160;2003;6;Sculpture;;Fox;Pascal RIVET
4161;2003;5;Sculpture;;Fox;Pascal RIVET
4162;2003;4;Photographie;;Fox;Pascal RIVET
4163;2003;4;Photographie;;Fox;Pascal RIVET
4164;2003;4;Photographie;;Fox;Pascal RIVET
4165;2003;4;Photographie;;Fox;Pascal RIVET
4166;2003;4;Photographie;;Fox;Pascal RIVET
4167;2003;4;Photographie;5D34199.JPG;Fox;Pascal RIVET
4168;2000;23;Nouveaux médias;3L03285.JPG;Féeries aquatiques;Alain RIVIÈRE
4169;1982;6;Sculpture;3L03284.JPG;Sans titre;Marcel ROBELIN
4170;1982;7;Sculpture;3L03126.JPG;Sans titre;Marcel ROBELIN
4171;1983;6;Peinture;3L02594.JPG;Corps célestes;Jean-François ROBIC
4172;1983;1;Photographie;2A21052.JPG;Versailles, 9 avenue des Etats-Unis, Inside n°2;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4173;1983;2;Photographie;2A21051.JPG;Versailles, 9 avenue des Etats-Unis, 12 février 1978;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4174;1983;3;Photographie;2A21053.JPG;Versailles, boulevard de la Reine, 14 mars 1978;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4175;1983;0;Photographie;3L02596.JPG;Versailles, 9 avenue des Etats-Unis, 16 mai 1978;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4176;1983;0;Photographie;3L02595.JPG;Versailles, 9 avenue des Etats-Unis, 12 sept 1978;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4177;1983;3;Photographie;3L03278.JPG;Versailles, 9 avenue des Etats-Unis, 2 janvier 1979;Maryvonne ROCHER-GILOTTE (Maryvonne ROCHER, dit)
4178;1998;14;Photographie;3L03279.JPG;First Lady (Pat Nixon);Martha ROSLER
4179;1998;12;Photographie;2A21080.JPG;Giacometti;Martha ROSLER
4180;1983;0;Photographie;5C59273.JPG;Paysage bleu,hiver 5;Jean-François ROSPAPE
4181;2006;0;Design graphique;5C59274.JPG;Affiche Diter Rot : Die letzen LadenhÌ_terGalerie Ernst, Hannover11. Januar - 8. Februar 1969;Dieter ROTH
4182;2006;0;Design graphique;3L02885.JPG;Affiche Eat Art Galerie presents Dieter RotDÌ_sseldorf;Dieter ROTH
4183;1997;1;Publication, livre, reliure;3L02875.JPG;Livre Poetrie 5 bis 1;Dieter ROTH
4184;1997;1;Publication, livre, reliure;3L02877.JPG;Livre Daily Mirror;Dieter ROTH
4185;1997;1;Publication, livre, reliure;3L03274.JPG;Livre Snow;Dieter ROTH
4186;1997;10;Oeuvre en 3 dimensions;3L02858.JPG;GewÌ_rzfenster;Dieter ROTH
4187;1997;1;Publication, livre, reliure;3L02864.JPG;Livre Ideogramme;Dieter ROTH
4188;1997;1;Publication, livre, reliure;3L02866.JPG;Livre Bok 3a;Dieter ROTH
4189;1997;1;Publication, livre, reliure;3L02891.JPG;Livre Bok 3c;Dieter ROTH
4190;1997;1;Publication, livre, reliure;3L02893.JPG;Livre Kleinere Werke, Teil 1;Dieter ROTH
4191;1997;1;Publication, livre, reliure;5C59275.JPG;Livre Kleinere Werke, Teil 2;Dieter ROTH
4192;2006;0;Design graphique;5C59276.JPG;Affiche Dieter RotGrafiek en BoekenHaags Gemeentemuseum8. Januari t/m 12 Maart 72;Dieter ROTH
4193;2006;0;Design graphique;5C59277.JPG;Affiche Dieter RotGrafik + BÌ_cherZÌ_rcher Kunstgesellschaft Helmhaus ZÌ_rich16. Juli - 20. August 1972;Dieter ROTH
4194;2006;0;Design graphique;5C59278.JPG;Affiche Dieter Rot200 Zeichnungen, 100 AuflagenentwÌ_rfe, 50 DruckgraphikenGalerie GrÌ_nangergasse5. September bis 30. September 1972;Dieter ROTH
4195;2006;0;Design graphique;3L02862.JPG;Affiche Dieter RotGrafik + BÌ_cherKunsthalle Baden-Baden29. 9 - 12. 11. 1972;Dieter ROTH
4196;1997;1;Publication, livre, reliure;3L02881.JPG;Livre Bok 4a und Bok 5;Dieter ROTH
4197;1997;1;Publication, livre, reliure;3L02895.JPG;Livre Scheisse;Dieter ROTH
4198;1997;1;Publication, livre, reliure;5C59279.JPG;Livre BÌ_cher und Grafik (1.Teil);Dieter ROTH
4199;2006;0;Design graphique;5C59280.JPG;Affiche Dieter RotGraphics + BooksLondon, Hayward GalleryJanuary 3 - March 11 73;Dieter ROTH
4200;2006;0;Design graphique;5C59281.JPG;Affiche Dieter RothGrafik & BÌ_cherAkademie d. KÌ_nste Berlin13. April - 20. Mai 1973;Dieter ROTH
4201;2006;0;Design graphique;5C59282.JPG;Affiche Dieter RothGrafik & BÌ_cherAkademie d. KÌ_nste Berlin13. April - 20. Mai 1973;Dieter ROTH
4202;2006;0;Design graphique;5C59283.JPG;Affiche Dieter RothGrafik & BÌ_cherDÌ_sseldorf, Kunsthalle29. Juni - 2. September 1973;Dieter ROTH
4203;2006;0;Design graphique;5C59284.JPG;Affiche Dieter RothGrafik & BÌ_cherDÌ_sseldorf, Kunsthalle29. Juni - 2. September;Dieter ROTH
4204;2006;0;Design graphique;3L02860.JPG;Affiche Dieter RothGraphics and BooksThe Vancouver Art Gallery31. Oct. - 25. Nov.;Dieter ROTH
4205;1997;2;Publication, livre, reliure;3L02883.JPG;Livre Bok 2a und Bok 2b;Dieter ROTH
4206;1997;1;Publication, livre, reliure;5C59285.JPG;Livre Die blaue Flut;Dieter ROTH
4207;2006;0;Design graphique;5C59286.JPG;Affiche Dieter RothBÌ_cher + GrafikMannheimer Kunstverein - Kunstverein Ludwigshafen18 Februar - 21. April 1974;Dieter ROTH
4208;2006;0;Design graphique;5C59287.JPG;Affiche Dieter RothBÌ_cher + GrafikMannheimer Kunstsverein - Kunstverein Ludwigshafen18. Febr. - 21. April 1974;Dieter ROTH
4209;2006;0;Design graphique;3L02868.JPG;Affiche Dieter Roth : OriginaleKunstverein<tab>Hamburg1. Juni bis 14. Juli 1974;Dieter ROTH
4210;1997;2;Publication, livre, reliure;3L02879.JPG;Livre Bok 3b und Bok 3d;Dieter ROTH
4211;1997;4;Publication, livre, reliure;5C59288.JPG;Livre (Copley Buch);Dieter ROTH
4212;2006;0;Design graphique;3L02873.JPG;Affiche 6e Exposition suisse de sculpture, Bienne14 juin - 10 aoÌÈt6. Schweizer Plastikausstellung14. Juni - 10. August 1975;Dieter ROTH
4213;1997;3;Publication, livre, reliure;3L02887.JPG;Livre Stupidogramme;Dieter ROTH
4214;1997;2;Publication, livre, reliure;3L03006.JPG;Livre Mundunculum;Dieter ROTH
4215;1997;6;Publication, livre, reliure;3L02870.JPG;Livre 2 BilderbÌ_cher;Dieter ROTH
4216;1997;2;Publication, livre, reliure;3L02889.JPG;Livre 2 books;Dieter ROTH
4217;1997;2;Publication, livre, reliure;3L02897.JPG;Livre 246 Little Clouds;Dieter ROTH
4218;1997;2;Publication, livre, reliure;5C59289.JPG;Livre 96 Piccadillies;Dieter ROTH
4219;2006;0;Design graphique;5D29707.JPG;Affiche Dieter Roth : Die RadiosonateEdition hansjÌ_rg mayer, Stuttgart + Edition<tab>Lebeer - Hossmann, Hamburg;Dieter ROTH
4220;2005;0;Publication, livre, reliure;5C59290.JPG;Livre Trophies;Dieter ROTH
4221;2006;1;Design graphique;3L02905.JPG;Affiche Dieter RothGrafik, BÌ_cher 1971-1979Staatsgalerie StuttgartEnde August - 21. Oktober 1979;Dieter ROTH
4222;1997;1;Publication, livre, reliure;5C59291.JPG;Livre BÌ_cher und Grafik (2 Teil) u.a.m.;Dieter ROTH
4223;2006;1;Design graphique;3L02901.JPG;Affiche Dieter RothBoeken I en I GrafikHaags Gemeentemuseum12. april - 1. Juni 1980;Dieter ROTH
4224;1997;1;Publication, livre, reliure;5D29706.JPG;Livre Kleinere Werke (3 Teil);Dieter ROTH
4225;2005;0;Publication, livre, reliure;3L02903.JPG;Livre Dogs [et] Bats;Dieter ROTH
4226;1997;1;Publication, livre, reliure;5C59292.JPG;Livre Kleinere Werke (4 Teil);Dieter ROTH
4227;2006;0;Design graphique;3D01993.JPG;Affiche LadenhÌ_ter von : Dieter RothReinhardt Onnasch Ausstellungen, Berlin16. I. 1983 - 12. 3. 1983;Dieter ROTH
4228;2006;0;Publication, livre, reliure;5C59293.JPG;Livre LadenhÌ_ter (aus d. Jahren 1965-1983);Dieter ROTH
4229;2006;0;Design graphique;5C59294.JPG;Affiche Dieter RothTischmatten von Bali Mosfellssveit1975 - 1984Petersen Galerie, Berlin14 MÌ_rz - 14 April;Dieter ROTH
4230;2006;0;Design graphique;3L02899.JPG;Affiche Dieter RothZeichnungen, Objekte, Grafik, BÌ_cher, PlakateOldenburger Kunstverein14. 10. - 11. 11. 84.;Dieter ROTH
4231;1997;1;Publication, livre, reliure;3L03273.JPG;Livre 1234 Schnellzeichnungen;Dieter ROTH
4232;2000;4;Photographie;3L03272.JPG;(Sans titre);Alain ROUX
4233;2000;5;Photographie;3L03271.JPG;(Sans titre);Alain ROUX
4234;2000;6;Photographie;3L03270.JPG;(Sans titre);Alain ROUX
4235;2000;7;Photographie;3C00524.JPG;(Sans titre);Alain ROUX
4236;1992;18;Photographie;3L02808.JPG;Nacht 13 1;Thomas RUFF
4237;1997;4;Oeuvre en 3 dimensions;3C00712.JPG;Le naufrage de la peinture, Définition / méthode n°248;Claude RUTAULT
4238;1985;0;Sculpture;5D36676.JPG;Bild Stock;Ulrich RÌÏCKRIEM
4239;2011;1;Sculpture;3C00711.JPG;Time Machine;Bernhard RÌÏDIGER
4240;1993;3;Oeuvre en 3 dimensions;5D36697.JPG;Lager-Regal (A);Christoph RÌÏTIMANN
4241;2010;0;Design graphique;5D36698.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4242;2010;0;Design graphique;5D36699.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4243;2010;0;Design graphique;5D36700.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4244;2010;0;Design graphique;5D36701.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4245;2010;0;Design graphique;5D36702.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4246;2010;0;Design graphique;5D36703.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4247;2010;0;Design graphique;5D36704.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4248;2010;0;Design graphique;5D36705.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4249;2010;0;Design graphique;5D36706.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4250;2010;0;Design graphique;5D36707.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4251;2010;0;Design graphique;5D36708.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4252;2010;0;Design graphique;5D36709.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4253;2010;0;Design graphique;5D36710.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4254;2010;0;Design graphique;5D36711.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4255;2010;0;Design graphique;5D36712.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4256;2010;0;Design graphique;5D36713.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4257;2010;0;Design graphique;5D36714.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4258;2010;0;Design graphique;5D36715.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4259;2010;0;Design graphique;5D36716.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4260;2010;0;Design graphique;5D36717.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4261;2010;0;Design graphique;5D36718.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4262;2010;0;Design graphique;5D36719.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4263;2010;0;Design graphique;5D36720.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4264;2010;0;Design graphique;5D36721.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4265;2010;0;Design graphique;5D36722.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4266;2010;0;Design graphique;3L08033.JPG;JérÌ«me Saint-Loubert Bié expose 13 affiches de Francis Baudevin, Documentation Céline Duval, Daniel Eatock, Experimental Jetset, Christoph Keller, Mevis & van Deursen, Jonathan Monk, Dave Muller, Regular, Yann Sérandour, Stripe/Jon Sueda & Gail Swanlund, Jian-Xing Too, Vier5;JérÌ«me SAINT-LOUBERT BIé
4267;2001;13;Photographie;3L08034.JPG;Sans titre;Paola SALERNO
4268;2001;14;Photographie;3L08032.JPG;Sans titre;Paola SALERNO
4269;2001;6;Photographie;3L02814.JPG;Sans titre;Paola SALERNO
4270;1992;15;Dessin;3C00710.JPG;46.91.RO.0191;Yvan SALOMONE
4271;1995;13;Dessin;3C00709.JPG;0068.2.1192 _creosotesec;Yvan SALOMONE
4272;1995;16;Dessin;3L08038.JPG;0075.2.0193 _petitmeuble;Yvan SALOMONE
4273;1998;14;Dessin;3L08039.JPG;0135.1.0794 _allanrestau;Yvan SALOMONE
4274;1998;18;Dessin;3L02812.JPG;0220.4.0996 _irisetagere;Yvan SALOMONE
4275;1998;16;Dessin;3L08040.JPG;0257.1.0997 _enigmanonym;Yvan SALOMONE
4276;1998;13;Dessin;5D36693.JPG;0273.4.0198 _dancingchik;Yvan SALOMONE
4277;2010;3;Peinture;5D36692.JPG;0709.2.1009_strekturell;Yvan SALOMONE
4278;2010;3;Peinture;5D36691.JPG;0716.1.0110_prescriptio;Yvan SALOMONE
4279;2010;2;Peinture;;0743.3.1010_narcoticity;Yvan SALOMONE
4280;2012;2;Peinture;3C00523.JPG;0787.0212 _dialectique;Yvan SALOMONE
4281;1988;7;Sculpture;5C59301.JPG;Untitled;Fred SANDBACK
4282;2006;2;Peinture;5D34635.JPG;Le Couple;Jean-Michel SANEJOUAND
4283;2009;4;Nouveaux médias;5D34636.JPG;D'après Caspar David Friedrich : Voyageur contemplant une mer de nuage;SARKIS (Sarkis ZABUNYAN, dit)
4284;2009;4;Nouveaux médias;5D34637.JPG;D'après Caspar David Friedrich : Neubrandenburg dans la brume du matin (détail);SARKIS (Sarkis ZABUNYAN, dit)
4285;2009;3;Nouveaux médias;5D34638.JPG;D'après Caspar David Friedrich : L'entrée du cimetière (détail);SARKIS (Sarkis ZABUNYAN, dit)
4286;2009;5;Nouveaux médias;5D34639.JPG;D'après Caspar David Friedrich : Deux hommes au crépuscule;SARKIS (Sarkis ZABUNYAN, dit)
4287;2009;5;Nouveaux médias;5D34640.JPG;D'après Caspar David Friedrich : Clair de lune sur la mer;SARKIS (Sarkis ZABUNYAN, dit)
4288;2009;3;Nouveaux médias;5D34641.JPG;D'après Caspar David Friedrich : La grande réserve;SARKIS (Sarkis ZABUNYAN, dit)
4289;2009;3;Nouveaux médias;5D34642.JPG;D'après Caspar David Friedrich : Paysage fluvial en montagne;SARKIS (Sarkis ZABUNYAN, dit)
4290;2009;4;Nouveaux médias;3C00704.JPG;D'après Caspar David Friedrich : Brume sur le Riesengebirge;SARKIS (Sarkis ZABUNYAN, dit)
4291;1991;13;Sculpture;3C00538.JPG;Colonnes;Emmanuel SAULNIER
4292;1984;19;Peinture;4S04443.JPG;Celui de la pochette rouge;Gérard SCHLOSSER
4293;2004;1;Photographie;4S04442.JPG;Sans Titre;Johannes SCHWARTZ
4294;2004;2;Photographie;4S04441.JPG;Sans Titre;Johannes SCHWARTZ
4295;2004;1;Photographie;4S04440.JPG;Sans Titre;Johannes SCHWARTZ
4296;2004;3;Photographie;5C59253.JPG;Sans Titre;Johannes SCHWARTZ
4297;2007;2;Nouveaux médias;3L03470.JPG;Arum # 1;Jean-Marc SéGALEN
4298;1997;10;Photographie;5D29708.JPG;Lead Fish. Variant of a conference room designed for the Chiat/Day advertising agency. Architect : Frank Gehry. Installation at the Museum of Contemporary Art, Los Angeles.;Allan SEKULA
4299;1997;10;Photographie;3L03463.JPG;Boy looking at his mother. Staten Island Ferry. New York Harbour;Allan SEKULA
4300;1997;10;Photographie;3L03473.JPG;Boy looking at his mother. Staten Island Ferry. New York Harbour;Allan SEKULA
4301;1997;10;Photographie;3L03474.JPG;Shipyard-workers'housing - built during the second World War - being moved from San Pedro to South-Central Los Angeles.;Allan SEKULA
4302;1997;10;Photographie;3L03469.JPG;Shipyard-workers'housing - built during the second World War - being moved from San Pedro to South-Central Los Angeles.;Allan SEKULA
4303;1997;10;Photographie;3L03464.JPG;The rechristened Exxon Waldez awaiting sea trials after repairs. National Steel and Shipbuilding Company. San Diego harbour.;Allan SEKULA
4304;1997;10;Photographie;3L03467.JPG;Welder's booth in bankrupt Todd Shipyard. Two Years after closing. Los Angeles Harbour. San Pedro. California.;Allan SEKULA
